Date,Close
1/17/2023 16:00:00,65.82
1/18/2023 16:00:00,64.79
1/19/2023 16:00:00,64.37
1/20/2023 16:00:00,65.48
1/23/2023 16:00:00,66.3
1/24/2023 16:00:00,66.25
1/25/2023 16:00:00,66.18
1/26/2023 16:00:00,66.97
1/27/2023 16:00:00,67.11
1/30/2023 16:00:00,66.25
1/31/2023 16:00:00,67.2
2/1/2023 16:00:00,67.92
2/2/2023 16:00:00,68.85
2/3/2023 16:00:00,68.23
2/6/2023 16:00:00,67.84
2/7/2023 16:00:00,68.71
2/8/2023 16:00:00,67.98
2/9/2023 16:00:00,67.34
2/10/2023 16:00:00,67.5
2/13/2023 16:00:00,68.34
2/14/2023 16:00:00,68.29
2/15/2023 16:00:00,68.41
2/16/2023 16:00:00,67.63
2/17/2023 16:00:00,67.35
2/21/2023 16:00:00,65.99
2/22/2023 16:00:00,65.9
2/23/2023 16:00:00,66.25
2/24/2023 16:00:00,65.53
2/27/2023 16:00:00,65.75
2/28/2023 16:00:00,65.58
3/1/2023 16:00:00,65.24
3/2/2023 16:00:00,65.79
3/3/2023 16:00:00,66.8
3/6/2023 16:00:00,66.91
3/7/2023 16:00:00,65.87
3/8/2023 16:00:00,65.95
3/9/2023 16:00:00,64.82
3/10/2023 16:00:00,63.8
3/13/2023 16:00:00,63.65
3/14/2023 16:00:00,64.83
3/15/2023 16:00:00,64.3
3/16/2023 16:00:00,65.47
3/17/2023 16:00:00,64.76
3/20/2023 16:00:00,65.29
3/21/2023 16:00:00,66.15
3/22/2023 16:00:00,65.09
3/23/2023 16:00:00,65.37
3/24/2023 16:00:00,65.38
3/27/2023 16:00:00,65.48
3/28/2023 16:00:00,65.39
3/29/2023 16:00:00,66.3
3/30/2023 16:00:00,66.7
3/31/2023 16:00:00,67.6
4/3/2023 16:00:00,67.9
4/4/2023 16:00:00,67.5
4/5/2023 16:00:00,67.35
4/6/2023 16:00:00,67.6
4/10/2023 16:00:00,67.67
4/11/2023 16:00:00,67.64
4/12/2023 16:00:00,67.42
4/13/2023 16:00:00,68.27
4/14/2023 16:00:00,68.11
4/17/2023 16:00:00,68.34
4/18/2023 16:00:00,68.44
4/19/2023 16:00:00,68.51
4/20/2023 16:00:00,67.96
4/21/2023 16:00:00,68.11
4/24/2023 16:00:00,68.16
4/25/2023 16:00:00,67.09
4/26/2023 16:00:00,66.83
4/27/2023 16:00:00,68.06
4/28/2023 16:00:00,68.65
5/1/2023 16:00:00,68.66
5/2/2023 16:00:00,67.9
5/3/2023 16:00:00,67.43
5/4/2023 16:00:00,66.92
5/5/2023 16:00:00,68.16
5/8/2023 16:00:00,68.15
5/9/2023 16:00:00,67.87
5/10/2023 16:00:00,68.15
5/11/2023 16:00:00,68.08
5/12/2023 16:00:00,68
5/15/2023 16:00:00,68.16
5/16/2023 16:00:00,67.77
5/17/2023 16:00:00,68.54
5/18/2023 16:00:00,69.25
5/19/2023 16:00:00,69.16
5/23/2023 16:00:00,68.42
5/24/2023 16:00:00,67.86
5/25/2023 16:00:00,68.5
5/26/2023 16:00:00,69.33
5/29/2023 16:00:00,69.69
5/30/2023 16:00:00,69.31
5/31/2023 16:00:00,69.01
6/1/2023 16:00:00,69.59
6/2/2023 16:00:00,70.62
6/5/2023 16:00:00,70.5
6/6/2023 16:00:00,70.66
6/7/2023 16:00:00,70.39
6/8/2023 16:00:00,70.8
6/9/2023 16:00:00,70.87
6/12/2023 16:00:00,71.54
6/13/2023 16:00:00,71.97
6/14/2023 16:00:00,72.11
6/15/2023 16:00:00,72.87
6/16/2023 16:00:00,72.62
6/19/2023 16:00:00,72.59
6/20/2023 16:00:00,72.35
6/21/2023 16:00:00,71.92
6/22/2023 16:00:00,72.18
6/23/2023 16:00:00,71.67
6/26/2023 16:00:00,71.41
6/27/2023 16:00:00,72.16
6/28/2023 16:00:00,72.07
6/29/2023 16:00:00,72.19
6/30/2023 16:00:00,73.07
7/4/2023 16:00:00,72.97
7/5/2023 16:00:00,73
7/6/2023 16:00:00,72.48
7/7/2023 16:00:00,72.19
7/10/2023 16:00:00,72.41
7/11/2023 16:00:00,72.89
7/12/2023 16:00:00,73.39
7/13/2023 16:00:00,74.03
7/14/2023 16:00:00,73.98
7/17/2023 16:00:00,74.26
7/18/2023 16:00:00,74.77
7/19/2023 16:00:00,74.91
7/20/2023 16:00:00,74.47
7/21/2023 16:00:00,74.47
7/24/2023 16:00:00,74.79
7/25/2023 16:00:00,74.98
7/26/2023 16:00:00,74.97
7/27/2023 16:00:00,74.51
7/28/2023 16:00:00,75.23
7/31/2023 16:00:00,75.36
8/1/2023 16:00:00,75.15
8/2/2023 16:00:00,74.09
8/3/2023 16:00:00,73.99
8/4/2023 16:00:00,73.49
8/8/2023 16:00:00,73.85
8/9/2023 16:00:00,73.34
8/10/2023 16:00:00,73.36
8/11/2023 16:00:00,73.28
8/14/2023 16:00:00,73.67
8/15/2023 16:00:00,72.88
8/16/2023 16:00:00,72.3
8/17/2023 16:00:00,71.72
8/18/2023 16:00:00,71.68
8/21/2023 16:00:00,72.22
8/22/2023 16:00:00,72
8/23/2023 16:00:00,72.81
8/24/2023 16:00:00,71.83
8/25/2023 16:00:00,72.27
8/28/2023 16:00:00,72.8
8/29/2023 16:00:00,73.88
8/30/2023 16:00:00,74.21
8/31/2023 16:00:00,74.13
9/1/2023 16:00:00,74.2
9/5/2023 16:00:00,73.93
9/6/2023 16:00:00,73.42
9/7/2023 16:00:00,73.17
9/8/2023 16:00:00,73.26
9/11/2023 16:00:00,73.77
9/12/2023 16:00:00,73.36
