Date,Close
9/13/2022 16:00:00,65.61
9/14/2022 16:00:00,65.84
9/15/2022 16:00:00,65.13
9/16/2022 16:00:00,64.55
9/19/2022 16:00:00,65
9/20/2022 16:00:00,64.41
9/21/2022 16:00:00,63.14
9/22/2022 16:00:00,62.55
9/23/2022 16:00:00,61.47
9/26/2022 16:00:00,60.7
9/27/2022 16:00:00,60.58
9/28/2022 16:00:00,61.55
9/29/2022 16:00:00,60.3
9/30/2022 16:00:00,59.24
10/3/2022 16:00:00,60.77
10/4/2022 16:00:00,62.63
10/5/2022 16:00:00,62.44
10/6/2022 16:00:00,61.9
10/7/2022 16:00:00,60.21
10/11/2022 16:00:00,59.33
10/12/2022 16:00:00,59.13
10/13/2022 16:00:00,60.76
10/14/2022 16:00:00,59.37
10/17/2022 16:00:00,60.79
10/18/2022 16:00:00,61.52
10/19/2022 16:00:00,61.16
10/20/2022 16:00:00,60.59
10/21/2022 16:00:00,62.06
10/24/2022 16:00:00,62.75
10/25/2022 16:00:00,63.75
10/26/2022 16:00:00,63.29
10/27/2022 16:00:00,62.97
10/28/2022 16:00:00,64.51
10/31/2022 16:00:00,64.11
11/1/2022 16:00:00,63.81
11/2/2022 16:00:00,62.22
11/3/2022 16:00:00,61.51
11/4/2022 16:00:00,62.38
11/7/2022 16:00:00,62.99
11/8/2022 16:00:00,63.33
11/9/2022 16:00:00,62.11
11/10/2022 16:00:00,65.38
11/11/2022 16:00:00,66.02
11/14/2022 16:00:00,65.46
11/15/2022 16:00:00,66.03
11/16/2022 16:00:00,65.53
11/17/2022 16:00:00,65.33
11/18/2022 16:00:00,65.68
11/21/2022 16:00:00,65.41
11/22/2022 16:00:00,66.27
11/23/2022 16:00:00,66.64
11/24/2022 16:00:00,66.85
11/25/2022 16:00:00,66.89
11/28/2022 16:00:00,65.63
11/29/2022 16:00:00,65.53
11/30/2022 16:00:00,67.5
12/1/2022 16:00:00,67.52
12/2/2022 16:00:00,67.4
12/5/2022 16:00:00,66.24
12/6/2022 16:00:00,65.3
12/7/2022 16:00:00,65.16
12/8/2022 16:00:00,65.6
12/9/2022 16:00:00,65.15
12/12/2022 16:00:00,66.05
12/13/2022 16:00:00,66.57
12/14/2022 16:00:00,66.25
12/15/2022 16:00:00,64.48
12/16/2022 16:00:00,63.81
12/19/2022 16:00:00,63.21
12/20/2022 16:00:00,63.24
12/21/2022 16:00:00,64.16
12/22/2022 16:00:00,63.28
12/23/2022 16:00:00,63.63
12/28/2022 16:00:00,62.61
12/29/2022 16:00:00,63.47
12/30/2022 16:00:00,63.44
1/3/2023 16:00:00,63.06
1/4/2023 16:00:00,63.61
1/5/2023 16:00:00,62.92
1/6/2023 16:00:00,64.18
1/9/2023 16:00:00,64.2
1/10/2023 16:00:00,64.64
1/11/2023 16:00:00,65.49
1/12/2023 16:00:00,65.71
1/13/2023 16:00:00,65.95
1/16/2023 16:00:00,65.92
