Date,Close
7/31/2023 16:00:00,261.87
8/1/2023 16:00:00,261.15
8/2/2023 16:00:00,257.15
8/3/2023 16:00:00,256.68
8/4/2023 16:00:00,254.53
8/7/2023 16:00:00,256.3
8/8/2023 16:00:00,255.66
8/9/2023 16:00:00,253.93
8/10/2023 16:00:00,254.04
8/11/2023 16:00:00,253.7
8/14/2023 16:00:00,255.95
8/15/2023 16:00:00,253.27
8/16/2023 16:00:00,251.39
8/17/2023 16:00:00,249.87
8/18/2023 16:00:00,249.76
8/21/2023 16:00:00,252.68
8/22/2023 16:00:00,252.19
8/23/2023 16:00:00,255.33
8/24/2023 16:00:00,251.26
8/25/2023 16:00:00,253.16
8/28/2023 16:00:00,254.78
8/29/2023 16:00:00,259
8/30/2023 16:00:00,260.65
8/31/2023 16:00:00,260.14
9/1/2023 16:00:00,260.46
9/5/2023 16:00:00,260.36
9/6/2023 16:00:00,257.47
9/7/2023 16:00:00,256.47
9/8/2023 16:00:00,256.84
9/11/2023 16:00:00,258.6
9/12/2023 16:00:00,256.5
